row_id,energy
95368,1799.7806019651343
95369,1798.3969533818586
95370,1797.044212742368
95371,1795.7389021854763
95372,1794.4955680244673
95373,1793.326706627486
95374,1792.2427180402492
95375,1791.2518871623179
95376,1790.3603919332131
95377,1789.5723376610317
95378,1788.8898163026365
95379,1788.3129892033398
95380,1787.8401915330683
95381,1787.4680564010623
95382,1787.1916564163514
95383,1787.0046602659054
95384,1786.8995017352258
95385,1786.8675584747657
95386,1786.8993377329753
95387,1786.984666237263
95388,1787.1128813967196
95389,1787.273021036905
95390,1787.4540089406423
95391,1787.6448335858668
95392,1787.8347176028526
95393,1788.0132756526366
95394,1788.1706586292735
95395,1788.2976823198378
95396,1788.3859389094107
95397,1788.4278899931448
95398,1788.4169400476442
95399,1788.3474896168323
95400,1788.214967779166
95401,1788.015843777721
95402,1787.7476180102285
95403,1787.4087928859853
95404,1786.9988243590867
95405,1786.5180552356699
95406,1785.9676316246894
95407,1785.349404155312
95408,1784.6658158091473
95409,1783.9197784202688
95410,1783.1145400631376
95411,1782.2535456936537
95412,1781.3402935080726
95413,1780.3781895602197
95414,1779.3704032092205
95415,1778.3197259675446
95416,1777.2284362793393
95417,1776.0981726870914
95418,1774.9298177259793
95419,1773.723394747773
95420,1772.477979696855
95421,1771.1916296498227
95422,1769.8613297023346
95423,1768.4829595250544
95424,1767.0512806333045
95425,1765.5599451174323
95426,1764.0015262771
95427,1762.3675712787635
95428,1760.6486756373204
95429,1758.8345790023363
95430,1756.9142814029897
95431,1754.876178802829
95432,1752.7082165150514
95433,1750.3980587445174
95434,1747.9332722640788
95435,1745.3015219977256
95436,1742.4907760659719
95437,1739.489517675139
95438,1736.2869610854339
95439,1732.8732687744935
95440,1729.2397668423905
95441,1725.3791556734207
95442,1721.2857128545968
95443,1716.955485407103
95444,1712.3864684669654
95445,1707.5787676541477
95446,1702.5347425410214
95447,1697.2591288196732
95448,1691.7591369783638
95449,1686.044525569748
95450,1680.1276474234567
95451,1674.023467475013
95452,1667.749551190699
95453,1661.3260229399389
95454,1654.7754939971287
95455,1648.122960241373
95456,1641.395669980289
95457,1634.6229626923268
95458,1627.8360798540577
95459,1621.0679493638875
95460,1614.352945413527
95461,1607.7266259782627
95462,1601.225450407748
95463,1594.886479841786
95464,1588.7470634414233
95465,1582.8445136312278
95466,1577.2157736989834
95467,1571.8970812563587
95468,1566.9236311494503
95469,1562.3292414495456
95470,1558.1460261769148
95471,1554.4040783735063
95472,1551.1311670548605
95473,1548.3524514647565
95474,1546.0902158927368
95475,1544.3636281101053
95476,1543.1885242542437
95477,1542.577222715896
95478,1542.5383692823298
95479,1543.0768154634543
95480,1544.1935315738467
95481,1545.8855557690654
95482,1548.145979849166
95483,1550.9639722409163
95484,1554.3248381624242
95485,1558.2101165729607
95486,1562.5977130972358
95487,1567.462067723283
95488,1572.7743556900464
95489,1578.502719605783
95490,1584.6125305061944
95491,1591.066675228894
95492,1597.8258671986448
95493,1604.8489774572122
95494,1612.0933825566767
95495,1619.5153257314844
95496,1627.0702876552841
95497,1634.7133629599612
95498,1642.3996386427411
95499,1650.0845704908713
95500,1657.7243536677233
95501,1665.2762836764189
95502,1672.6991040578096
95503,1679.9533373160696
95504,1687.0015957664207
95505,1693.8088692521903
95506,1700.3427869319669
95507,1706.5738506308753
95508,1712.475637608716
95509,1718.024970916177
95510,1723.2020558908257
95511,1727.9905817408896
95512,1732.3777875435103
95513,1736.3544923860125
95514,1739.915089791464
95515,1743.0575069527106
95516,1745.7831296845739
95517,1748.096694395067
95518,1750.006148711143
95519,1751.5224827415261
95520,1752.6595332613756
95521,1753.4337633853115
95522,1753.8640205398729
95523,1753.9712757556415
95524,1753.7783474742869
95525,1753.309613200618
95526,1752.590712419465
95527,1751.6482442504046
95528,1750.509463323856
95529,1749.2019773268053
95530,1747.7534495954883
95531,1746.1913100194047
95532,1744.5424773671764
95533,1742.8330959601578
95534,1741.0882893990624
95535,1739.3319337959524
95536,1737.5864526866399
95537,1735.872635501015
95538,1734.2094811408954
95539,1732.6140678848592
95540,1731.1014504931925
95541,1729.6845850264222
95542,1728.3742815419616
95543,1727.179184479922
95544,1726.1057801988748
95545,1725.1584307925623
95546,1724.339432999222
95547,1723.6491007114844
95548,1723.0858693229363
95549,1722.646419895837
95550,1722.3258209115047
95551,1722.1176851802772
95552,1722.0143393286762
95553,1722.0070031685286
95554,1722.0859761661557
95555,1722.240828188454
95556,1722.4605916991388
95557,1722.7339526094556
95558,1723.0494370568508
95559,1723.3955914945816
95560,1723.7611536137867
95561,1724.1352117927622
95562,1724.5073509725244
95563,1724.867783086285
95564,1725.2074604255906
95565,1725.5181705986363
95566,1725.7926120275515
95567,1726.0244492332256
95568,1726.2083474686972
95569,1726.339986575712
95570,1726.4160542550585
95571,1726.434219250791
95572,1726.393085251138
95573,1726.2921265955863
95574,1726.1316071530373
95575,1725.9124839840558
95576,1725.6362976315668
95577,1725.3050510823568
95578,1724.9210796160187
95579,1724.486913895689
95580,1724.0051387620638
95581,1723.4782502616608
95582,1722.9085134753964
95583,1722.2978237115283
95584,1721.6475735854121
95585,1720.9585284369
95586,1720.2307124209663
95587,1719.46330746585
95588,1718.654567114524
95589,1717.801747057942
95590,1716.9010539359438
95591,1715.9476137246568
95592,1714.935460747814
95593,1713.8575480574582
95594,1712.7057796200206
95595,1711.47106442539
95596,1710.1433923157447
95597,1708.7119310099401
95598,1707.165143477108
95599,1705.4909245059764
95600,1703.6767550195736
95601,1701.709872398841
95602,1699.5774548219047
95603,1697.266817390298
95604,1694.7656175963461
95605,1692.0620675123444
95606,1689.1451499397074
95607,1686.0048356299687
95608,1682.6322986293287
95609,1679.0201267582336
95610,1675.162524232742
95611,1671.0555034807242
95612,1666.6970632938146
95613,1662.087350557892
95614,1657.2288029712513
95615,1652.1262703593447
95616,1646.787112394268
95617,1641.2212708061284
95618,1635.4413144507107
95619,1629.4624558930352
95620,1623.3025385099077
95621,1616.9819934528225
95622,1610.5237661698336
95623,1603.9532125477824
95624,1597.2979651177452
95625,1590.5877701172506
95626,1583.854296581748
95627,1577.1309189866029
95628,1570.4524752911925
95629,1563.855002567899
95630,1557.3754526980567
95631,1551.0513908703947
95632,1544.92067987797
95633,1539.0211534107266
95634,1533.3902817033713
95635,1528.0648330429503
95636,1523.080534733945
95637,1518.4717371568922
95638,1514.2710845771403
95639,1510.5091963317482
95640,1507.2143619226774
95641,1504.4122534516005
95642,1502.1256586592895
95643,1500.3742376323498
95644,1499.174306010219
95645,1498.5386472548669
95646,1498.476356238646
95647,1498.9927160836303
95648,1500.0891098285063
95649,1501.7629681266667
95650,1504.0077537929906
95651,1506.812983610559
95652,1510.1642874111017
95653,1514.0435040280345
95654,1518.4288133187156
95655,1523.2949030558684
95656,1528.6131691062574
95657,1534.351946940398
95658,1540.4767721823807
95659,1546.9506675806226
95660,1553.7344534876781
95661,1560.787078695783
95662,1568.06596823029
95663,1575.5273845353113
95664,1583.1267983397713
95665,1590.8192653916187
95666,1598.559805179592
95667,1606.303777772982
95668,1614.0072549201634
95669,1621.6273816202277
95670,1629.1227245218229
95671,1636.4536036416253
95672,1643.5824040892596
95673,1650.4738647485842
95674,1657.0953411068483
95675,1663.4170397284158
95676,1669.4122222139908
95677,1675.0573768184856
95678,1680.3323562718024
95679,1685.2204807465544
95680,1689.7086052954653
95681,1693.7871514788112
95682,1697.4501033225788
95683,1700.6949681213327
95684,1703.5227029954792
95685,1705.937608492446
95686,1707.9471908654052
95687,1709.5619950060627
95688,1710.7954103088273
95689,1711.663452029411
95690,1712.184520940756
95691,1712.3791443019156
95692,1712.2697013316044
95693,1711.880136505355
95694,1711.2356640970406
95695,1710.362467426771
95696,1709.287396296708
95697,1708.0376660562936
95698,1706.640561669129
95699,1705.1231500416604
95700,1703.5120037180707
95701,1701.8329388640673
95702,1700.1107702391723
95703,1698.3690856060446
95704,1696.6300417482207
95705,1694.9141839695594
95706,1693.2402906215916
95707,1691.6252438752795
95708,1690.083927606451
95709,1688.6291529068221
95710,1687.2716113821173
95711,1686.0198560461554
95712,1684.8803092701212
95713,1683.8572969165837
95714,1682.9531074682573
95715,1682.1680746596055
95716,1681.5006818456147
95717,1680.947686093195
95718,1680.5042597561355
95719,1680.164147110535
95720,1679.9198334715147
95721,1679.762724093734
95722,1679.683330076724
95723,1679.671458454932
95724,1679.7164036465244
95725,1679.8071374659844
95726,1679.9324949806949
95727,1680.081353593164
95728,1680.2428028773877
95729,1680.4063028636667
95730,1680.5618286786125
95731,1680.699999669558
95732,1680.812191400788
95733,1680.8906291820695
95734,1680.9284620802416
95735,1680.9198166682531
95736,1680.8598300763397
95737,1680.7446622268794
95738,1680.5714874468215
95739,1680.3384659652927
95740,1680.0446961031578
95741,1679.690148250419
95742,1679.2755820027455
95743,1678.8024480743554
95744,1678.2727768384264
95745,1677.6890555434732
95746,1677.0540964277084
95747,1676.3708980916513
95748,1675.6425025963824
95749,1674.8718508237419
95750,1674.0616386717766
95751,1673.2141766521863
95752,1672.331255420697
95753,1671.414019694431
95754,1670.462852898796
95755,1669.4772747405534
95756,1668.4558537320163
95757,1667.396136474342
95758,1666.2945952847374
95759,1665.1465954876116
95760,1663.9463834128703
95761,1662.687095850054
95762,1661.36079139714
95763,1659.9585038257148
95764,1658.470317262144
95765,1656.885462662437
95766,1655.192434737471
95767,1653.3791281769338
95768,1651.4329917229488
95769,1649.341198359392
95770,1647.0908296225343
95771,1644.6690718076293
95772,1642.0634216239862
95773,1639.2618986806428
95774,1636.253262038253
95775,1633.0272279414073
95776,1629.5746857800584
95777,1625.8879092902569
95778,1621.9607599996828
95779,1617.7888799692953
95780,1613.369870970052
95781,1608.7034573318494
95782,1603.7916298762798
95783,1598.638768531682
95784,1593.2517414423523
95785,1587.6399786502177
95786,1581.8155187110187
95787,1575.793026900367
95788,1569.5897840059508
95789,1563.2256450483094
95790,1556.7229676141296
95791,1550.1065098666018
95792,1543.4032986662637
95793,1536.6424685925904
95794,1529.855073028303
95795,1523.0738688260517
95796,1516.3330764011848
95797,1509.6681174299765
95798,1503.1153326221713
95799,1496.711682305474
95800,1490.4944328042802
95801,1484.5008318093078
95802,1478.76777608695
95803,1473.3314750273153
95804,1468.2271136256577
95805,1463.488518520861
95806,1459.1478307476837
95807,1455.2351888176659
95808,1451.7784256583109
95809,1448.8027828336476
95810,1446.3306453068546
95811,1444.3812997999742
95812,1442.970719580549
95813,1442.1113782294215
95814,1441.8120946423605
95815,1442.077911192784
95816,1442.9100066281728
95817,1444.3056448983657
95818,1446.2581607291868
95819,1448.7569823505148
95820,1451.7876913867246
95821,1455.3321195080446
95822,1459.3684810325537
95823,1463.871540281763
95824,1468.8128121014577
95825,1474.160793590867
95826,1479.881224747606
95827,1485.9373754099906
95828,1492.290355583231
95829,1498.8994459931048
95830,1505.7224454738125
95831,1512.716031621563
95832,1519.8361310041696
95833,1527.038295115065
95834,1534.2780781940696
95835,1541.5114130445825
95836,1548.6949809935127
95837,1555.786572207293
95838,1562.7454327251219
95839,1569.5325947006488
95840,1576.111186548001
95841,1582.446719940905
95842,1588.5073508631256
95843,1594.264112212386
95844,1599.691115801171
95845,1604.7657219360558
95846,1609.4686751204974
95847,1613.7842048365019
95848,1617.700090728422
95849,1621.2076919208148
95850,1624.3019406119226
95851,1626.9813004669286
95852,1629.2476907263408
95853,1631.1063773253522
95854,1632.565832666648
95855,1633.6375660255262
95856,1634.3359268789716
95857,1634.6778837226545
95858,1634.6827811883827
95859,1634.372078485151
95860,1633.769072362734
95861,1632.8986079241695
95862,1631.786780712232
95863,1630.460633544048
95864,1628.9478515783012
95865,1627.2764590653712
95866,1625.4745211584484
95867,1623.569854053871
95868,1621.5897465699331
95869,1619.5606960937462
95870,1617.5081616026844
95871,1615.4563362136578
95872,1613.4279414374378
95873,1611.4440450176892
95874,1609.5239039044004
95875,1607.6848335843963
95876,1605.9421046419727
95877,1604.3088670660375
95878,1602.7961024686153
95879,1601.4126040282113
95880,1600.1649836193167
95881,1599.057705260017
95882,1598.0931436923377
95883,1597.271666602572
95884,1596.5917387197294
95885,1596.0500457777803
95886,1595.6416361034067
95887,1595.3600774080253
95888,1595.1976262018532
95889,1595.1454071357105
95890,1595.1935994884566
95891,1595.3316279805958
95892,1595.548355083233
95893,1595.8322720303413
95894,1596.1716858063805
95895,1596.5548994944177
95896,1596.970383503771
95897,1597.4069353738937
95898,1597.8538260521361
95899,1598.3009307743198
95900,1598.738842928551
95901,1599.1589695587563
95902,1599.5536074538963
95903,1599.9159990702487
95904,1600.2403678475287
95905,1600.5219327924171
95906,1600.7569025188739
95907,1600.9424492444857
95908,1601.076663543941
95909,1601.1584909491044
95910,1601.1876517570659
95911,1601.1645456601984
95912,1601.0901430375575
95913,1600.9658649522219
95914,1600.793454065981
95915,1600.5748388263935
95916,1600.3119933834219
95917,1600.0067957659319
95918,1599.6608868824526
95919,1599.2755329056015
95920,1598.8514935634844
95921,1598.388898783189
95922,1597.8871360230455
95923,1597.3447504825067
95924,1596.759360203651
95925,1596.127587871474
95926,1595.4450108847163
95927,1594.7061310135732
95928,1593.904364679909
95929,1593.0320546019486
95930,1592.0805032364915
95931,1591.0400281338398
95932,1589.9000390005767
95933,1588.649135940551
95934,1587.2752280269171
95935,1585.7656710505246
95936,1584.1074229865542
95937,1582.287215445868
95938,1580.2917391118606
95939,1578.1078409321829
95940,1575.72273061747
95941,1573.124193825986
95942,1570.3008092660157
95943,1567.2421668317966
95944,1563.9390838161148
95945,1560.3838162146394
95946,1556.5702621205194
95947,1552.4941542668464
95948,1548.1532388497556
95949,1543.5474378776644
95950,1538.6789924526217
95951,1533.5525845891293
95952,1528.175435381119
95953,1522.5573775992468
95954,1516.7109010838856
95955,1510.6511695917457
95956,1504.3960080952002
95957,1497.9658598848473
95958,1491.3837131576786
95959,1484.6749971665065
95960,1477.8674483626987
95961,1470.9909473347418
95962,1464.077327705361
95963,1457.1601585139442
95964,1450.274501938925
95965,1443.4566485368468
95966,1436.743832483669
95967,1430.1739295546568
95968,1423.785140842871
95969,1417.6156654061251
95970,1411.7033652116181
95971,1406.0854258799086
95972,1400.7980168281922
95973,1395.875954449935
95974,1391.352371991757
95975,1387.2583997521708
95976,1383.62285913937
95977,1380.4719740185033
95978,1377.8291026205052
95979,1375.7144930710556
95980,1374.1450653799563
95981,1373.1342224535244
95982,1372.6916923891
95983,1372.823403987385
95984,1373.531397062404
95985,1374.8137687545448
95986,1376.6646566676534
95987,1379.0742592455322
95988,1382.0288934031219
95989,1385.5110890172052
95990,1389.499719471608
95991,1393.9701670667357
95992,1398.8945217103933
95993,1404.241810937547
95994,1409.9782589728784
95995,1416.0675722195833
95996,1422.4712482687507
95997,1429.1489052711092
95998,1436.0586282891031
95999,1443.1573290552137
96000,1450.4011154386149
96001,1457.7456667977735
96002,1465.14661135937
96003,1472.5599017410666
96004,1479.9421847710867
96005,1487.2511618187812
96006,1494.4459359949378
96007,1501.4873427141451
96008,1508.3382603144787
96009,1514.9638976800975
96010,1521.3320560670531
96011,1527.4133626259334
96012,1533.181473470133
96013,1538.6132444609157
96014,1543.6888682577853
96015,1548.3919765793348
96016,1552.7097069980719
96017,1556.6327339953461
96018,1560.1552644121539
96019,1563.2749978168713
96020,1565.9930526974397
96021,1568.3138597694785
96022,1570.245024037108
96023,1571.7971575758097
96024,1572.9836853273548
96025,1573.820626459127
96026,1574.3263540961464
96027,1574.5213364413041
96028,1574.4278624728724
96029,1574.069755541085
96030,1573.4720782799416
96031,1572.6608322994268
96032,1571.662656136387
96033,1570.5045249050922
96034,1569.2134550176756
96035,1567.8162172348689
96036,1566.3390611478872
96037,1564.8074540136117
96038,1563.2458366399985
96039,1561.6773987683312
96040,1560.1238761222514
96041,1558.605370992598
96042,1557.1401979037473
96043,1555.7447555736062
96044,1554.4334260352916
96045,1553.2185014278284
96046,1552.1101386159012
96047,1551.1163414429489
96048,1550.242970074771
96049,1549.4937765594464
96050,1548.8704654096366
96051,1548.3727777127594
96052,1547.998596999505
96053,1547.744074851745
96054,1547.6037740087954
96055,1547.5708265431992
96056,1547.6371045255464
96057,1547.7934004740741
96058,1548.0296148093614
96059,1548.3349474890208
96060,1548.6980909906922
96061,1549.107421848818
96062,1549.551188017383
96063,1550.0176894405843
96064,1550.4954493523599
96065,1550.9733739987325
96066,1551.4408986845199
96067,1551.888118270727
96068,1552.3059005060625
96069,1552.685980850833
96070,1553.0210377400356
96071,1553.3047475368742
96072,1553.5318187392147
96073,1553.6980053164416
96074,1553.8000993693242
96075,1553.8359036165975
96076,1553.8041845135124
96077,1553.7046070957872
96078,1553.5376529168245
96079,1553.3045226958345
96080,1553.007025523867
96081,1552.6474566764
96082,1552.2284662511415
96083,1551.7529209915774
96084,1551.2237617615983
96085,1550.6438592072777
96086,1550.0158701770733
96087,1549.3420974676376
96088,1548.6243554264863
96089,1547.8638438627465
96090,1547.0610326109152
96091,1546.2155589445017
96092,1545.3261398614427
96093,1544.3905010551834
96094,1543.4053241515917
96095,1542.3662135370605
96096,1541.2676838186626
96097,1540.103168668306
96098,1538.8650514900164
96099,1537.5447180353012
96100,1536.1326307657894
96101,1534.6184244440637
96102,1532.9910221112452
96103,1531.2387703026839
96104,1529.3495920530202
96105,1527.3111559609633
96106,1525.1110593224448
96107,1522.7370231071168
96108,1520.1770963373274
96109,1517.4198672495793
96110,1514.4546784838644
96111,1511.2718434124033
96112,1507.8628606625293
96113,1504.220623847759
96114,1500.3396235141972
96115,1496.2161383600856
96116,1491.8484128659188
96117,1487.2368185825296
96118,1482.3839964872598
96119,1477.2949780131698
96120,1471.977282565907
96121,1466.4409896092702
96122,1460.6987836889434
96123,1454.76597104894
96124,1448.660466843676
96125,1442.402752291441
96126,1436.0158014559495
96127,1429.5249777249364
96128,1422.9579004240913
96129,1416.3442823556552
96130,1409.7157394339424
96131,1403.1055739321612
96132,1396.548533200413
96133,1390.0805460209697
96134,1383.738439086803
96135,1377.5596363359527
96136,1371.5818441330048
96137,1365.8427254895662
96138,1360.3795666810508
96139,1355.2289397631555
96140,1350.426364574198
96141,1346.0059738634197
96142,1342.000185192973
96143,1338.4393832376634
96144,1335.3516160082893
96145,1332.7623084273941
96146,1330.6939965172432
96147,1329.1660852575596
96148,1328.1946329432371
96149,1327.7921645969702
96150,1327.9675166917373
96151,1328.7257151089611
96152,1330.067887906645
96153,1331.991214095251
96154,1334.4889092359222
96155,1337.5502482675706
96156,1341.1606255734007
96157,1345.3016518834097
96158,1349.9512872010414
96159,1355.0840085581558
96160,1360.671011007452
96161,1366.6804398941342
96162,1373.0776521149612
96163,1379.825503741467
96164,1386.8846610967457
96165,1394.213932119222
96166,1401.7706146310459
96167,1409.5108579285688
96168,1417.390033988487
96169,1425.3631144748465
96170,1433.3850496683824
96171,1441.4111454427475
96172,1449.3974344284454
96173,1457.301037586423
96174,1465.0805125345807
96175,1472.6961851274662
96176,1480.110460973326
96177,1487.2881138410264
96178,1494.1965481475902
96179,1500.8060330258188
96180,1507.0899058141035
96181,1513.0247431432736
